architecture,query,kind,retrieval_k,context_k,n_relevant,top1_id,top_score,context_recall,context_primary_hit,recall@1,precision@1,ndcg@1,hit@1,primary_hit@1,recall@3,precision@3,ndcg@3,hit@3,primary_hit@3,recall@5,precision@5,ndcg@5,hit@5,primary_hit@5,recall@10,precision@10,ndcg@10,hit@10,primary_hit@10,mrr@10
B. Dense retrieval (no reranker),Which vaccines are recommended during pregnancy?,multi_doc,20,5,3,VX08,0.5806469917297363,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8472668887613066,1.0,1.0,1.0,0.6,0.940914767159646,1.0,1.0,1.0,0.3,0.940914767159646,1.0,1.0,1.0
B. Dense retrieval (no reranker),What are the danger signs in pregnancy and what condition do they suggest?,multi_doc,20,5,2,PG04,0.5619664788246155,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6131471927654584,1.0,1.0,1.0,0.4,0.8772153153380493,1.0,1.0,1.0,0.2,0.8772153153380493,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is stroke risk reduced after someone has already had one?,multi_doc,20,5,4,ST04,0.5427866578102112,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.45819933371607996,1.0,1.0,0.5,0.4,0.49974546512912627,1.0,1.0,1.0,0.4,0.6348941014496093,1.0,1.0,0.5
B. Dense retrieval (no reranker),What monitoring is needed after starting an ACE inhibitor?,multi_doc,20,5,3,KD06,0.559065580368042,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.878961873034099,1.0,1.0,1.0,0.6,0.9726097514324383,1.0,1.0,1.0,0.3,0.9726097514324383,1.0,1.0,1.0
B. Dense retrieval (no reranker),How is asthma control assessed and tracked over time?,multi_doc,20,5,3,AS01,0.710825502872467,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6732934624429354,1.0,1.0,0.6666666666666666,0.4,0.6732934624429354,1.0,1.0,1.0,0.3,0.8587262601390819,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How is type 2 diabetes diagnosed?,direct,20,5,2,DM01,8.991833686828613,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.9091417955461737,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is the first-line medication for type 2 diabetes?,direct,20,5,2,DM04,9.821507453918457,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.91311732856428,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How often should an adult with diabetes have a retinal exam?,direct,20,5,1,DM11,10.058377265930176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What blood pressure range counts as stage 1 hypertension?,direct,20,5,2,HT01,7.9264726638793945,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which drug classes are used first-line for high blood pressure?,direct,20,5,5,CV02,2.7752084732055664,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.07821312100379275,1.0,0.0,0.6,0.6,0.36579635424202195,1.0,1.0,0.8,0.4,0.4776802385028129,1.0,1.0,0.3333333333333333
C. Dense + cross-encoder reranker,What is the preferred long-term controller medication for persistent asthma?,direct,20,5,2,AS02,10.330089569091797,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How does an asthma action plan work?,direct,20,5,2,AS07,7.159515380859375,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Should antibiotics be prescribed for an upper respiratory infection?,direct,20,5,1,ID01,6.98411750793457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How is uncomplicated cystitis treated in healthy women?,direct,20,5,1,ID05,9.70473575592041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What are the signs of sepsis?,direct,20,5,2,ID09,5.894171714782715,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What rectal temperature counts as a fever in an infant under three months?,direct,20,5,1,PF01,9.205814361572266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which medicines are used to reduce fever in children?,direct,20,5,2,PF03,9.179573059082031,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Who should receive an annual influenza vaccine?,direct,20,5,2,VX02,6.954229354858398,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What screening questionnaire is used for depression in primary care?,direct,20,5,2,MH01,9.257673263549805,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which tool screens for generalized anxiety symptoms?,direct,20,5,1,MH03,8.588689804077148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How frequently are prenatal visits scheduled in a low-risk pregnancy?,direct,20,5,1,PG01,10.079084396362305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,When is screening for gestational diabetes performed?,direct,20,5,2,PG02,10.85645580291748,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What does a lipid panel measure?,direct,20,5,1,CV01,7.540401935577393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which drug class is first-line for lowering LDL cholesterol?,direct,20,5,2,CV02,10.553571701049805,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How can the public recognize the symptoms of a stroke?,direct,20,5,1,ST01,7.711972236633301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How is chronic kidney disease staged?,direct,20,5,1,KD01,9.017980575561523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which blood test screens for an underactive thyroid?,direct,20,5,2,TH01,0.5648013353347778,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How much aerobic physical activity is recommended for adults each week?,direct,20,5,2,LS02,9.555506706237793,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Does counseling combined with medication improve smoking cessation rates?,direct,20,5,1,LS04,4.767402648925781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is the recommended time window for intravenous thrombolysis in ischemic stroke?,direct,20,5,2,ST02,8.04478931427002,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How is severe hypoglycemia with loss of consciousness treated?,direct,20,5,2,DM10,9.05343246459961,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is resistant hypertension and how is it evaluated?,direct,20,5,1,HT13,8.302338600158691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How is a severe asthma exacerbation managed?,direct,20,5,1,AS10,7.046692848205566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What are the four foundational drug classes for heart failure with reduced ejection fraction?,direct,20,5,2,CV11,10.462017059326172,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,When should dialysis be started in chronic kidney disease?,direct,20,5,1,KD03,-2.936508893966675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.3333333333333333
C. Dense + cross-encoder reranker,My sugar levels run high in the morning even before I eat anything. What test confirms it?,paraphrase,20,5,2,DM01,-1.5790259838104248,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is the rule for treating a low sugar episode with juice?,paraphrase,20,5,2,DM09,3.2154409885406494,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which water pill is used to bring blood pressure down?,paraphrase,20,5,1,HT06,5.4798903465271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,My blood pressure tablet gives me a constant dry tickly cough. What can I switch to?,paraphrase,20,5,2,HT07,-1.4370102882385254,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Why do my ankles swell up since starting the pill for my blood pressure?,paraphrase,20,5,1,CV10,-6.334898948669434,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.3333333333333333
C. Dense + cross-encoder reranker,Which puffer do I grab when I suddenly cannot catch my breath?,paraphrase,20,5,2,AS03,1.1901624202728271,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Is there a plastic tube thing that helps the medicine get into the lungs properly?,paraphrase,20,5,1,AS08,-8.608253479003906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,I get wheezy whenever I go running. What do I take beforehand?,paraphrase,20,5,2,AS09,-7.882952690124512,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,1.0,0.2,0.91311732856428,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Should I keep taking the pills after the infection feels better?,paraphrase,20,5,2,HT06,-6.375309467315674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.41311732856427996,1.0,1.0,1.0,0.4,0.531730627995306,1.0,1.0,1.0,0.2,0.531730627995306,1.0,1.0,0.3333333333333333
C. Dense + cross-encoder reranker,I got terrible watery diarrhea a couple of weeks after taking antibiotics.,paraphrase,20,5,1,ID12,5.425224781036377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Is the baby aspirin worth taking to prevent a first heart attack if I am healthy?,paraphrase,20,5,2,CV08,-2.415492534637451,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,I need a blood thinner because my heart beats irregularly. Which kind?,paraphrase,20,5,1,HT10,-7.553339004516602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3154648767857287,1.0,1.0,0.125
C. Dense + cross-encoder reranker,My legs ache since I started the cholesterol tablet. Do I have to stop it?,paraphrase,20,5,1,CV03,-8.490913391113281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,"I am always cold, tired, and constipated and my skin is dry. What should be checked?",paraphrase,20,5,1,TH01,0.24691098928451538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How long after changing my thyroid tablet dose should the blood test be repeated?,paraphrase,20,5,1,TH02,-1.0076179504394531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Weakness on one side of the face and slurred words came on suddenly. What do I do?,paraphrase,20,5,2,ST01,-7.034589767456055,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,"The symptoms went away completely after half an hour, so is it still worth being seen?",paraphrase,20,5,1,ST04,-5.16994571685791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How much salt is too much if my pressure is up?,paraphrase,20,5,2,LS06,-3.8825509548187256,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6131471927654584,1.0,1.0,1.0,0.4,0.8503449055347546,1.0,1.0,1.0,0.2,0.8503449055347546,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Do I need to lose all the extra weight to get any benefit?,paraphrase,20,5,1,LS07,-6.8294219970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,My toddler is burning up but is playing happily. How worried should I be?,paraphrase,20,5,2,PF06,-9.71314811706543,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,0.5,0.3333333333333333,0.27541155237618664,1.0,0.0,1.0,0.4,0.631251450669265,1.0,1.0,1.0,0.2,0.631251450669265,1.0,1.0,1.0
C. Dense + cross-encoder reranker,The baby got a temperature the day after her shots. Is that expected?,paraphrase,20,5,2,PF01,-4.255063056945801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6934264036172708,1.0,1.0,1.0,0.4,0.6934264036172708,1.0,1.0,1.0,0.2,0.6934264036172708,1.0,1.0,0.5
C. Dense + cross-encoder reranker,My child missed several vaccine doses. Do we have to start the whole series again?,paraphrase,20,5,1,VX03,3.614387035369873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What vitamin should I take before trying to conceive to protect the baby's spine?,paraphrase,20,5,1,PG03,-3.6992952823638916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,I am short of breath lying flat and my ankles are swollen in the evening.,paraphrase,20,5,2,CV10,2.323300838470459,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Are painkillers like ibuprofen safe if my kidney function is reduced?,paraphrase,20,5,1,DM08,-0.3367784023284912,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6309297535714574,1.0,1.0,1.0,0.2,0.6309297535714574,1.0,1.0,1.0,0.1,0.6309297535714574,1.0,1.0,0.5
C. Dense + cross-encoder reranker,What is first-line treatment for type 1 diabetes?,distractor,20,5,2,DM05,10.663820266723633,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What should be added when metformin alone is not enough?,distractor,20,5,2,DM06,6.833364486694336,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which glucose-lowering drug is preferred during pregnancy?,distractor,20,5,2,DM07,7.309654712677002,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.944847956559586,1.0,1.0,1.0,0.2,0.944847956559586,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which blood pressure medications must be stopped in pregnancy?,distractor,20,5,1,PG07,1.0300395488739014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Is a reading over 180/120 with chest pain an emergency or an urgency?,distractor,20,5,2,HT03,4.275592803955078,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Can a long-acting beta agonist be used on its own for asthma?,distractor,20,5,2,AS04,9.305237770080566,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How do I tell whether persistent breathlessness is COPD rather than asthma?,distractor,20,5,2,AS11,-2.955589532852173,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,1.0,0.4,0.9327783893101107,1.0,1.0,1.0,0.2,0.9327783893101107,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Should bacteria found in the urine of a patient with no symptoms be treated?,distractor,20,5,2,ID07,8.850076675415039,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,How does kidney infection with flank pain and fever differ from a simple bladder infection?,distractor,20,5,2,ID06,2.780292510986328,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.8262346571285599,1.0,1.0,0.5,0.2,0.8262346571285599,1.0,1.0,0.5,0.1,0.8262346571285599,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Does a sore throat need a swab before antibiotics are given?,distractor,20,5,2,ID10,-7.7873077392578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2388353776606868,1.0,1.0,0.1
C. Dense + cross-encoder reranker,Why is aspirin avoided for fever in children?,distractor,20,5,2,PF04,10.365629196166992,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which vaccines cannot be given to someone who is immunocompromised?,distractor,20,5,2,VX05,5.483053207397461,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What comes after a positive two-question depression pre-screen?,distractor,20,5,2,MH02,4.8166375160217285,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.6131471927654584,1.0,1.0,1.0,0.4,0.8772153153380493,1.0,1.0,1.0,0.2,0.8772153153380493,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What must be ruled out before starting an antidepressant?,distractor,20,5,2,MH07,5.144010543823242,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which depression screening tool is designed for use around childbirth?,distractor,20,5,2,MH09,4.073727607727051,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Is exertional chest discomfort relieved by rest an acute coronary syndrome?,distractor,20,5,2,CV07,9.4071683883667,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is added when a maximum-dose statin still leaves LDL too high?,distractor,20,5,2,CV04,6.493706703186035,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Is a rise in creatinine after starting an ACE inhibitor a reason to stop it?,distractor,20,5,2,KD02,8.559447288513184,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,When is treatment indicated for a raised TSH with a normal free T4?,distractor,20,5,2,TH05,8.158868789672852,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9639404333166532,1.0,1.0,1.0,0.4,0.9639404333166532,1.0,1.0,1.0,0.2,0.9639404333166532,1.0,1.0,1.0
C. Dense + cross-encoder reranker,Which beta blocker situations still justify their use in hypertension?,distractor,20,5,1,HT10,5.082797050476074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What lifestyle changes lower blood pressure?,multi_doc,20,5,7,HT02,0.12210074812173843,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.6666666666666666,0.5307212739772436,1.0,1.0,0.2857142857142857,0.4,0.47054637065131494,1.0,1.0,0.42857142857142855,0.3,0.4745649736679947,1.0,1.0,0.5
C. Dense + cross-encoder reranker,Why does uncontrolled high blood pressure matter if I feel fine?,multi_doc,20,5,4,HT14,0.6527643203735352,0.25,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.7262287617954056,1.0,1.0,0.25,0.2,0.6576630675781056,1.0,1.0,0.25,0.1,0.6576630675781056,1.0,1.0,1.0
C. Dense + cross-encoder reranker,What is the full set of routine annual screenings for a patient with diabetes?,multi_doc,20,5,4,DM12,-0.46587270498275757,0.75,1.0,0.25,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.7039180890341348,1.0,1.0,0.75,0.6,0.8488398459141359,1.0,1.0,0.75,0.3,0.8488398459141359,1.0,1.0,1.0
